datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
6/11/2015 16:00,6/11/2015 12:00,Other,1000,1,FALSE
6/11/2015 17:00,6/11/2015 13:00,Other,1000,1,FALSE
6/11/2015 18:00,6/11/2015 14:00,Other,1000,1,FALSE
6/11/2015 19:00,6/11/2015 15:00,Other,1000,1,FALSE
6/11/2015 20:00,6/11/2015 16:00,Other,1000,1,FALSE
6/11/2015 21:00,6/11/2015 17:00,Other,1000,1,FALSE
6/11/2015 22:00,6/11/2015 18:00,Other,1000,1,FALSE
6/11/2015 23:00,6/11/2015 19:00,Other,1000,1,FALSE
6/12/2015 0:00,6/11/2015 20:00,Other,1000,1,FALSE
6/12/2015 1:00,6/11/2015 21:00,Other,1000,1,FALSE
6/12/2015 2:00,6/11/2015 22:00,Other,1000,1,FALSE
6/12/2015 3:00,6/11/2015 23:00,Other,1000,1,FALSE
6/12/2015 4:00,6/12/2015 0:00,Other,1000,1,FALSE
6/12/2015 5:00,6/12/2015 1:00,Other,1000,1,FALSE
6/12/2015 6:00,6/12/2015 2:00,Other,1000,1,FALSE
6/12/2015 7:00,6/12/2015 3:00,Other,1000,1,FALSE
6/12/2015 8:00,6/12/2015 4:00,Other,1000,1,FALSE
6/12/2015 9:00,6/12/2015 5:00,Other,1000,1,FALSE
6/12/2015 10:00,6/12/2015 6:00,Other,1000,1,FALSE
6/12/2015 11:00,6/12/2015 7:00,Other,1000,1,FALSE
6/12/2015 12:00,6/12/2015 8:00,Other,1000,1,FALSE
6/12/2015 13:00,6/12/2015 9:00,Other,1000,1,FALSE
6/12/2015 14:00,6/12/2015 10:00,Other,1000,1,FALSE
6/12/2015 15:00,6/12/2015 11:00,Other,1000,1,FALSE
6/12/2015 16:00,6/12/2015 12:00,Other,1000,1,FALSE
6/12/2015 17:00,6/12/2015 13:00,Other,1000,1,FALSE
6/12/2015 18:00,6/12/2015 14:00,Other,1000,1,FALSE
6/12/2015 19:00,6/12/2015 15:00,Other,1000,1,FALSE
6/12/2015 20:00,6/12/2015 16:00,Other,1000,1,FALSE
6/12/2015 21:00,6/12/2015 17:00,Other,1000,1,FALSE
6/12/2015 22:00,6/12/2015 18:00,Other,1000,1,FALSE
6/12/2015 23:00,6/12/2015 19:00,Other,1000,1,FALSE
6/13/2015 0:00,6/12/2015 20:00,Other,1000,1,FALSE
6/13/2015 1:00,6/12/2015 21:00,Other,1000,1,FALSE
6/13/2015 2:00,6/12/2015 22:00,Other,1000,1,FALSE
6/13/2015 3:00,6/12/2015 23:00,Other,1000,1,FALSE
6/13/2015 4:00,6/13/2015 0:00,Other,1000,1,FALSE
6/13/2015 5:00,6/13/2015 1:00,Other,1000,1,FALSE
6/13/2015 6:00,6/13/2015 2:00,Other,1000,1,FALSE
6/13/2015 7:00,6/13/2015 3:00,Other,1000,1,FALSE
6/13/2015 8:00,6/13/2015 4:00,Other,1000,1,FALSE
6/13/2015 9:00,6/13/2015 5:00,Other,1000,1,FALSE
6/13/2015 10:00,6/13/2015 6:00,Other,1000,1,FALSE
6/13/2015 11:00,6/13/2015 7:00,Other,1000,1,FALSE
6/13/2015 12:00,6/13/2015 8:00,Other,1000,1,FALSE
6/13/2015 13:00,6/13/2015 9:00,Other,1000,1,FALSE
6/13/2015 14:00,6/13/2015 10:00,Other,1000,1,FALSE
6/13/2015 15:00,6/13/2015 11:00,Other,1000,1,FALSE
6/13/2015 16:00,6/13/2015 12:00,Other,1000,1,FALSE
6/13/2015 17:00,6/13/2015 13:00,Other,1000,1,FALSE
6/13/2015 18:00,6/13/2015 14:00,Other,1000,1,FALSE
6/13/2015 19:00,6/13/2015 15:00,Other,1000,1,FALSE
6/13/2015 20:00,6/13/2015 16:00,Other,1000,1,FALSE
6/13/2015 21:00,6/13/2015 17:00,Other,1000,1,FALSE
6/13/2015 22:00,6/13/2015 18:00,Other,1000,1,FALSE
6/13/2015 23:00,6/13/2015 19:00,Other,1000,1,FALSE
6/14/2015 0:00,6/13/2015 20:00,Other,1000,1,FALSE
6/14/2015 1:00,6/13/2015 21:00,Other,1000,1,FALSE
6/14/2015 2:00,6/13/2015 22:00,Other,1000,1,FALSE
6/14/2015 3:00,6/13/2015 23:00,Other,1000,1,FALSE
6/14/2015 4:00,6/14/2015 0:00,Other,1000,1,FALSE
6/14/2015 5:00,6/14/2015 1:00,Other,1000,1,FALSE
6/14/2015 6:00,6/14/2015 2:00,Other,1000,1,FALSE
6/14/2015 7:00,6/14/2015 3:00,Other,1000,1,FALSE
6/14/2015 8:00,6/14/2015 4:00,Other,1000,1,FALSE
6/14/2015 9:00,6/14/2015 5:00,Other,1000,1,FALSE
6/14/2015 10:00,6/14/2015 6:00,Other,1000,1,FALSE
6/14/2015 11:00,6/14/2015 7:00,Other,1000,1,FALSE
6/14/2015 12:00,6/14/2015 8:00,Other,1000,1,FALSE
6/14/2015 13:00,6/14/2015 9:00,Other,1000,1,FALSE
6/14/2015 14:00,6/14/2015 10:00,Other,1000,1,FALSE
6/14/2015 15:00,6/14/2015 11:00,Other,1000,1,FALSE
6/14/2015 16:00,6/14/2015 12:00,Other,1000,1,FALSE
6/14/2015 17:00,6/14/2015 13:00,Other,1000,1,FALSE
6/14/2015 18:00,6/14/2015 14:00,Other,1000,1,FALSE
6/14/2015 19:00,6/14/2015 15:00,Other,1000,1,FALSE
6/14/2015 20:00,6/14/2015 16:00,Other,1000,1,FALSE
6/14/2015 21:00,6/14/2015 17:00,Other,1000,1,FALSE
6/14/2015 22:00,6/14/2015 18:00,Other,1000,1,FALSE
6/14/2015 23:00,6/14/2015 19:00,Other,1000,1,FALSE
6/15/2015 0:00,6/14/2015 20:00,Other,1000,1,FALSE
6/15/2015 1:00,6/14/2015 21:00,Other,1000,1,FALSE
6/15/2015 2:00,6/14/2015 22:00,Other,1000,1,FALSE
6/15/2015 3:00,6/14/2015 23:00,Other,1000,1,FALSE
6/15/2015 4:00,6/15/2015 0:00,Other,1000,1,FALSE
6/15/2015 5:00,6/15/2015 1:00,Other,1000,1,FALSE
6/15/2015 6:00,6/15/2015 2:00,Other,1000,1,FALSE
6/15/2015 7:00,6/15/2015 3:00,Other,1000,1,FALSE
6/15/2015 8:00,6/15/2015 4:00,Other,1000,1,FALSE
6/15/2015 9:00,6/15/2015 5:00,Other,1000,1,FALSE
6/15/2015 10:00,6/15/2015 6:00,Other,1000,1,FALSE
6/15/2015 11:00,6/15/2015 7:00,Other,1000,1,FALSE
6/15/2015 12:00,6/15/2015 8:00,Other,1000,1,FALSE
6/15/2015 13:00,6/15/2015 9:00,Other,1000,1,FALSE
6/15/2015 14:00,6/15/2015 10:00,Other,1000,1,FALSE
6/15/2015 15:00,6/15/2015 11:00,Other,1000,1,FALSE
6/15/2015 16:00,6/15/2015 12:00,Other,1000,1,FALSE
6/15/2015 17:00,6/15/2015 13:00,Other,1000,1,FALSE
6/15/2015 18:00,6/15/2015 14:00,Other,1000,1,FALSE
6/15/2015 19:00,6/15/2015 15:00,Other,1000,1,FALSE
6/15/2015 20:00,6/15/2015 16:00,Other,1000,1,FALSE
6/15/2015 21:00,6/15/2015 17:00,Other,1000,1,FALSE
6/15/2015 22:00,6/15/2015 18:00,Other,1000,1,FALSE
6/15/2015 23:00,6/15/2015 19:00,Other,1000,1,FALSE
6/16/2015 0:00,6/15/2015 20:00,Other,1000,1,FALSE
6/16/2015 1:00,6/15/2015 21:00,Other,1000,1,FALSE
6/16/2015 2:00,6/15/2015 22:00,Other,1000,1,FALSE
6/16/2015 3:00,6/15/2015 23:00,Other,1000,1,FALSE
6/16/2015 4:00,6/16/2015 0:00,Other,1000,1,FALSE
6/16/2015 5:00,6/16/2015 1:00,Other,1000,1,FALSE
6/16/2015 6:00,6/16/2015 2:00,Other,1000,1,FALSE
6/16/2015 7:00,6/16/2015 3:00,Other,1000,1,FALSE
6/16/2015 8:00,6/16/2015 4:00,Other,1000,1,FALSE
6/16/2015 9:00,6/16/2015 5:00,Other,1000,1,FALSE
6/16/2015 10:00,6/16/2015 6:00,Other,1000,1,FALSE
6/16/2015 11:00,6/16/2015 7:00,Other,1000,1,FALSE
6/16/2015 12:00,6/16/2015 8:00,Other,1000,1,FALSE
6/16/2015 13:00,6/16/2015 9:00,Other,1000,1,FALSE
6/16/2015 14:00,6/16/2015 10:00,Other,1000,1,FALSE
6/16/2015 15:00,6/16/2015 11:00,Other,1000,1,FALSE
6/16/2015 16:00,6/16/2015 12:00,Other,1000,1,FALSE
6/16/2015 17:00,6/16/2015 13:00,Other,1000,1,FALSE
6/16/2015 18:00,6/16/2015 14:00,Other,1000,1,FALSE
6/16/2015 19:00,6/16/2015 15:00,Other,1000,1,FALSE
6/16/2015 20:00,6/16/2015 16:00,Other,1000,1,FALSE
6/16/2015 21:00,6/16/2015 17:00,Other,1000,1,FALSE
6/16/2015 22:00,6/16/2015 18:00,Other,1000,1,FALSE
6/16/2015 23:00,6/16/2015 19:00,Other,1000,1,FALSE
6/17/2015 0:00,6/16/2015 20:00,Other,1000,1,FALSE
6/17/2015 1:00,6/16/2015 21:00,Other,1000,1,FALSE
6/17/2015 2:00,6/16/2015 22:00,Other,1000,1,FALSE
6/17/2015 3:00,6/16/2015 23:00,Other,1000,1,FALSE
6/17/2015 4:00,6/17/2015 0:00,Other,1000,1,FALSE
6/17/2015 5:00,6/17/2015 1:00,Other,1000,1,FALSE
6/17/2015 6:00,6/17/2015 2:00,Other,1000,1,FALSE
6/17/2015 7:00,6/17/2015 3:00,Other,1000,1,FALSE
6/17/2015 8:00,6/17/2015 4:00,Other,1000,1,FALSE
6/17/2015 9:00,6/17/2015 5:00,Other,1000,1,FALSE
6/17/2015 10:00,6/17/2015 6:00,Other,1000,1,FALSE
6/17/2015 11:00,6/17/2015 7:00,Other,1000,1,FALSE
6/17/2015 12:00,6/17/2015 8:00,Other,1000,1,FALSE
6/17/2015 13:00,6/17/2015 9:00,Other,1000,1,FALSE
6/17/2015 14:00,6/17/2015 10:00,Other,1000,1,FALSE
6/17/2015 15:00,6/17/2015 11:00,Other,1000,1,FALSE
6/17/2015 16:00,6/17/2015 12:00,Other,1000,1,FALSE
6/17/2015 17:00,6/17/2015 13:00,Other,1000,1,FALSE
6/17/2015 18:00,6/17/2015 14:00,Other,1000,1,FALSE
6/17/2015 19:00,6/17/2015 15:00,Other,1000,1,FALSE
6/17/2015 20:00,6/17/2015 16:00,Other,1000,1,FALSE
6/17/2015 21:00,6/17/2015 17:00,Other,1000,1,FALSE
6/17/2015 22:00,6/17/2015 18:00,Other,1000,1,FALSE
6/17/2015 23:00,6/17/2015 19:00,Other,1000,1,FALSE
6/18/2015 0:00,6/17/2015 20:00,Other,1000,1,FALSE
6/18/2015 1:00,6/17/2015 21:00,Other,1000,1,FALSE
6/18/2015 2:00,6/17/2015 22:00,Other,1000,1,FALSE
6/18/2015 3:00,6/17/2015 23:00,Other,1000,1,FALSE
6/18/2015 4:00,6/18/2015 0:00,Other,1000,1,FALSE
6/18/2015 5:00,6/18/2015 1:00,Other,1000,1,FALSE
6/18/2015 6:00,6/18/2015 2:00,Other,1000,1,FALSE
6/18/2015 7:00,6/18/2015 3:00,Other,1000,1,FALSE
6/18/2015 8:00,6/18/2015 4:00,Other,1000,1,FALSE
6/18/2015 9:00,6/18/2015 5:00,Other,1000,1,FALSE
6/18/2015 10:00,6/18/2015 6:00,Other,1000,1,FALSE
6/18/2015 11:00,6/18/2015 7:00,Other,1000,1,FALSE
6/18/2015 12:00,6/18/2015 8:00,Other,1000,1,FALSE
6/18/2015 13:00,6/18/2015 9:00,Other,1000,1,FALSE
6/18/2015 14:00,6/18/2015 10:00,Other,1000,1,FALSE
6/18/2015 15:00,6/18/2015 11:00,Other,1000,1,FALSE
6/18/2015 16:00,6/18/2015 12:00,Other,1000,1,FALSE
6/18/2015 17:00,6/18/2015 13:00,Other,1000,1,FALSE
6/18/2015 18:00,6/18/2015 14:00,Other,1000,1,FALSE
6/18/2015 19:00,6/18/2015 15:00,Other,1000,1,FALSE
6/18/2015 20:00,6/18/2015 16:00,Other,1000,1,FALSE
6/18/2015 21:00,6/18/2015 17:00,Other,1000,1,FALSE
6/18/2015 22:00,6/18/2015 18:00,Other,1000,1,FALSE
6/18/2015 23:00,6/18/2015 19:00,Other,1000,1,FALSE
6/19/2015 0:00,6/18/2015 20:00,Other,1000,1,FALSE
6/19/2015 1:00,6/18/2015 21:00,Other,1000,1,FALSE
6/19/2015 2:00,6/18/2015 22:00,Other,1000,1,FALSE
6/19/2015 3:00,6/18/2015 23:00,Other,1000,1,FALSE
6/19/2015 4:00,6/19/2015 0:00,Other,1000,1,FALSE
6/19/2015 5:00,6/19/2015 1:00,Other,1000,1,FALSE
6/19/2015 6:00,6/19/2015 2:00,Other,1000,1,FALSE
6/19/2015 7:00,6/19/2015 3:00,Other,1000,1,FALSE
6/19/2015 8:00,6/19/2015 4:00,Other,1000,1,FALSE
6/19/2015 9:00,6/19/2015 5:00,Other,1000,1,FALSE
6/19/2015 10:00,6/19/2015 6:00,Other,1000,1,FALSE
6/19/2015 11:00,6/19/2015 7:00,Other,1000,1,FALSE
6/19/2015 12:00,6/19/2015 8:00,Other,1000,1,FALSE
6/19/2015 13:00,6/19/2015 9:00,Other,1000,1,FALSE
6/19/2015 14:00,6/19/2015 10:00,Other,1000,1,FALSE
6/19/2015 15:00,6/19/2015 11:00,Other,1000,1,FALSE
6/19/2015 16:00,6/19/2015 12:00,Other,1000,1,FALSE
6/19/2015 17:00,6/19/2015 13:00,Other,1000,1,FALSE
6/19/2015 18:00,6/19/2015 14:00,Other,1000,1,FALSE
6/19/2015 19:00,6/19/2015 15:00,Other,1000,1,FALSE
6/19/2015 20:00,6/19/2015 16:00,Other,1000,1,FALSE
6/19/2015 21:00,6/19/2015 17:00,Other,1000,1,FALSE
6/19/2015 22:00,6/19/2015 18:00,Other,1000,1,FALSE
6/19/2015 23:00,6/19/2015 19:00,Other,1000,1,FALSE
6/20/2015 0:00,6/19/2015 20:00,Other,1000,1,FALSE
6/20/2015 1:00,6/19/2015 21:00,Other,1000,1,FALSE
6/20/2015 2:00,6/19/2015 22:00,Other,1000,1,FALSE
6/20/2015 3:00,6/19/2015 23:00,Other,1000,1,FALSE
6/20/2015 4:00,6/20/2015 0:00,Other,1000,1,FALSE
6/20/2015 5:00,6/20/2015 1:00,Other,1000,1,FALSE
6/20/2015 6:00,6/20/2015 2:00,Other,1000,1,FALSE
6/20/2015 7:00,6/20/2015 3:00,Other,1000,1,FALSE
6/20/2015 8:00,6/20/2015 4:00,Other,1000,1,FALSE
6/20/2015 9:00,6/20/2015 5:00,Other,1000,1,FALSE
6/20/2015 10:00,6/20/2015 6:00,Other,1000,1,FALSE
6/20/2015 11:00,6/20/2015 7:00,Other,1000,1,FALSE
6/20/2015 12:00,6/20/2015 8:00,Other,1000,1,FALSE
6/20/2015 13:00,6/20/2015 9:00,Other,1000,1,FALSE
6/20/2015 14:00,6/20/2015 10:00,Other,1000,1,FALSE
6/20/2015 15:00,6/20/2015 11:00,Other,1000,1,FALSE
6/20/2015 16:00,6/20/2015 12:00,Other,1000,1,FALSE
6/20/2015 17:00,6/20/2015 13:00,Other,1000,1,FALSE
6/20/2015 18:00,6/20/2015 14:00,Other,1000,1,FALSE
6/20/2015 19:00,6/20/2015 15:00,Other,1000,1,FALSE
6/20/2015 20:00,6/20/2015 16:00,Other,1000,1,FALSE
6/20/2015 21:00,6/20/2015 17:00,Other,1000,1,FALSE
6/20/2015 22:00,6/20/2015 18:00,Other,1000,1,FALSE
6/20/2015 23:00,6/20/2015 19:00,Other,1000,1,FALSE
6/21/2015 0:00,6/20/2015 20:00,Other,1000,1,FALSE
6/21/2015 1:00,6/20/2015 21:00,Other,1000,1,FALSE
6/21/2015 2:00,6/20/2015 22:00,Other,1000,1,FALSE
6/21/2015 3:00,6/20/2015 23:00,Other,1000,1,FALSE
6/21/2015 4:00,6/21/2015 0:00,Other,1000,1,FALSE
6/21/2015 5:00,6/21/2015 1:00,Other,1000,1,FALSE
6/21/2015 6:00,6/21/2015 2:00,Other,1000,1,FALSE
6/21/2015 7:00,6/21/2015 3:00,Other,1000,1,FALSE
6/21/2015 8:00,6/21/2015 4:00,Other,1000,1,FALSE
6/21/2015 9:00,6/21/2015 5:00,Other,1000,1,FALSE
6/21/2015 10:00,6/21/2015 6:00,Other,1000,1,FALSE
6/21/2015 11:00,6/21/2015 7:00,Other,1000,1,FALSE
6/21/2015 12:00,6/21/2015 8:00,Other,1000,1,FALSE
6/21/2015 13:00,6/21/2015 9:00,Other,1000,1,FALSE
6/21/2015 14:00,6/21/2015 10:00,Other,1000,1,FALSE
6/21/2015 15:00,6/21/2015 11:00,Other,1000,1,FALSE
6/21/2015 16:00,6/21/2015 12:00,Other,1000,1,FALSE
6/21/2015 17:00,6/21/2015 13:00,Other,1000,1,FALSE
6/21/2015 18:00,6/21/2015 14:00,Other,1000,1,FALSE
6/21/2015 19:00,6/21/2015 15:00,Other,1000,1,FALSE
6/21/2015 20:00,6/21/2015 16:00,Other,1000,1,FALSE
6/21/2015 21:00,6/21/2015 17:00,Other,1000,1,FALSE
6/21/2015 22:00,6/21/2015 18:00,Other,1000,1,FALSE
6/21/2015 23:00,6/21/2015 19:00,Other,1000,1,FALSE
6/22/2015 0:00,6/21/2015 20:00,Other,1000,1,FALSE
6/22/2015 1:00,6/21/2015 21:00,Other,1000,1,FALSE
6/22/2015 2:00,6/21/2015 22:00,Other,1000,1,FALSE
6/22/2015 3:00,6/21/2015 23:00,Other,1000,1,FALSE
6/22/2015 4:00,6/22/2015 0:00,Other,1000,1,FALSE
6/22/2015 5:00,6/22/2015 1:00,Other,1000,1,FALSE
6/22/2015 6:00,6/22/2015 2:00,Other,1000,1,FALSE
6/22/2015 7:00,6/22/2015 3:00,Other,1000,1,FALSE
6/22/2015 8:00,6/22/2015 4:00,Other,1000,1,FALSE
6/22/2015 9:00,6/22/2015 5:00,Other,1000,1,FALSE
6/22/2015 10:00,6/22/2015 6:00,Other,1000,1,FALSE
6/22/2015 11:00,6/22/2015 7:00,Other,1000,1,FALSE
6/22/2015 12:00,6/22/2015 8:00,Other,1000,1,FALSE
6/22/2015 13:00,6/22/2015 9:00,Other,1000,1,FALSE
6/22/2015 14:00,6/22/2015 10:00,Other,1000,1,FALSE
6/22/2015 15:00,6/22/2015 11:00,Other,1000,1,FALSE
6/22/2015 16:00,6/22/2015 12:00,Other,1000,1,FALSE
6/22/2015 17:00,6/22/2015 13:00,Other,1000,1,FALSE
6/22/2015 18:00,6/22/2015 14:00,Other,1000,1,FALSE
6/22/2015 19:00,6/22/2015 15:00,Other,1000,1,FALSE
6/22/2015 20:00,6/22/2015 16:00,Other,1000,1,FALSE
6/22/2015 21:00,6/22/2015 17:00,Other,1000,1,FALSE
6/22/2015 22:00,6/22/2015 18:00,Other,1000,1,FALSE
6/22/2015 23:00,6/22/2015 19:00,Other,1000,1,FALSE
6/23/2015 0:00,6/22/2015 20:00,Other,1000,1,FALSE
6/23/2015 1:00,6/22/2015 21:00,Other,1000,1,FALSE
6/23/2015 2:00,6/22/2015 22:00,Other,1000,1,FALSE
6/23/2015 3:00,6/22/2015 23:00,Other,1000,1,FALSE
6/23/2015 4:00,6/23/2015 0:00,Other,1000,1,FALSE
6/23/2015 5:00,6/23/2015 1:00,Other,1000,1,FALSE
6/23/2015 6:00,6/23/2015 2:00,Other,1000,1,FALSE
6/23/2015 7:00,6/23/2015 3:00,Other,1000,1,FALSE
6/23/2015 8:00,6/23/2015 4:00,Other,1000,1,FALSE
6/23/2015 9:00,6/23/2015 5:00,Other,1000,1,FALSE
6/23/2015 10:00,6/23/2015 6:00,Other,1000,1,FALSE
6/23/2015 11:00,6/23/2015 7:00,Other,1000,1,FALSE
6/23/2015 12:00,6/23/2015 8:00,Other,1000,1,FALSE
6/23/2015 13:00,6/23/2015 9:00,Other,1000,1,FALSE
6/23/2015 14:00,6/23/2015 10:00,Other,1000,1,FALSE
6/23/2015 15:00,6/23/2015 11:00,Other,1000,1,FALSE
6/23/2015 16:00,6/23/2015 12:00,Other,1000,1,FALSE
6/23/2015 17:00,6/23/2015 13:00,Other,1000,1,FALSE
6/23/2015 18:00,6/23/2015 14:00,Other,1000,1,FALSE
6/23/2015 19:00,6/23/2015 15:00,Other,1000,1,FALSE
6/23/2015 20:00,6/23/2015 16:00,Other,1000,1,FALSE
6/23/2015 21:00,6/23/2015 17:00,Other,1000,1,FALSE
6/23/2015 22:00,6/23/2015 18:00,Other,1000,1,FALSE
6/23/2015 23:00,6/23/2015 19:00,Other,1000,1,FALSE
6/24/2015 0:00,6/23/2015 20:00,Other,1000,1,FALSE
6/24/2015 1:00,6/23/2015 21:00,Other,1000,1,FALSE
6/24/2015 2:00,6/23/2015 22:00,Other,1000,1,FALSE
6/24/2015 3:00,6/23/2015 23:00,Other,1000,1,FALSE
6/24/2015 4:00,6/24/2015 0:00,Other,1000,1,FALSE
6/24/2015 5:00,6/24/2015 1:00,Other,1000,1,FALSE
6/24/2015 6:00,6/24/2015 2:00,Other,1000,1,FALSE
6/24/2015 7:00,6/24/2015 3:00,Other,1000,1,FALSE
6/24/2015 8:00,6/24/2015 4:00,Other,1000,1,FALSE
6/24/2015 9:00,6/24/2015 5:00,Other,1000,1,FALSE
6/24/2015 10:00,6/24/2015 6:00,Other,1000,1,FALSE
6/24/2015 11:00,6/24/2015 7:00,Other,1000,1,FALSE
6/24/2015 12:00,6/24/2015 8:00,Other,1000,1,FALSE
6/24/2015 13:00,6/24/2015 9:00,Other,1000,1,FALSE
6/24/2015 14:00,6/24/2015 10:00,Other,1000,1,FALSE
6/24/2015 15:00,6/24/2015 11:00,Other,1000,1,FALSE
6/24/2015 16:00,6/24/2015 12:00,Other,1000,1,FALSE
6/24/2015 17:00,6/24/2015 13:00,Other,1000,1,FALSE
6/24/2015 18:00,6/24/2015 14:00,Other,1000,1,FALSE
6/24/2015 19:00,6/24/2015 15:00,Other,1000,1,FALSE
6/24/2015 20:00,6/24/2015 16:00,Other,1000,1,FALSE
6/24/2015 21:00,6/24/2015 17:00,Other,1000,1,FALSE
6/24/2015 22:00,6/24/2015 18:00,Other,1000,1,FALSE
6/24/2015 23:00,6/24/2015 19:00,Other,1000,1,FALSE
6/25/2015 0:00,6/24/2015 20:00,Other,1000,1,FALSE
6/25/2015 1:00,6/24/2015 21:00,Other,1000,1,FALSE
6/25/2015 2:00,6/24/2015 22:00,Other,1000,1,FALSE
6/25/2015 3:00,6/24/2015 23:00,Other,1000,1,FALSE
6/25/2015 4:00,6/25/2015 0:00,Other,1000,1,FALSE
6/25/2015 5:00,6/25/2015 1:00,Other,1000,1,FALSE
6/25/2015 6:00,6/25/2015 2:00,Other,1000,1,FALSE
6/25/2015 7:00,6/25/2015 3:00,Other,1000,1,FALSE
6/25/2015 8:00,6/25/2015 4:00,Other,1000,1,FALSE
6/25/2015 9:00,6/25/2015 5:00,Other,1000,1,FALSE
6/25/2015 10:00,6/25/2015 6:00,Other,1000,1,FALSE
6/25/2015 11:00,6/25/2015 7:00,Other,1000,1,FALSE
6/25/2015 12:00,6/25/2015 8:00,Other,1000,1,FALSE
6/25/2015 13:00,6/25/2015 9:00,Other,1000,1,FALSE
6/25/2015 14:00,6/25/2015 10:00,Other,1000,1,FALSE
6/25/2015 15:00,6/25/2015 11:00,Other,1000,1,FALSE
6/25/2015 16:00,6/25/2015 12:00,Other,1000,1,FALSE
6/25/2015 17:00,6/25/2015 13:00,Other,1000,1,FALSE
6/25/2015 18:00,6/25/2015 14:00,Other,1000,1,FALSE
6/25/2015 19:00,6/25/2015 15:00,Other,1000,1,FALSE
6/25/2015 20:00,6/25/2015 16:00,Other,1000,1,FALSE
6/25/2015 21:00,6/25/2015 17:00,Other,1000,1,FALSE
6/25/2015 22:00,6/25/2015 18:00,Other,1000,1,FALSE
6/25/2015 23:00,6/25/2015 19:00,Other,1000,1,FALSE
6/26/2015 0:00,6/25/2015 20:00,Other,1000,1,FALSE
6/26/2015 1:00,6/25/2015 21:00,Other,1000,1,FALSE
6/26/2015 2:00,6/25/2015 22:00,Other,1000,1,FALSE
6/26/2015 3:00,6/25/2015 23:00,Other,1000,1,FALSE
6/26/2015 4:00,6/26/2015 0:00,Other,1000,1,FALSE
6/26/2015 5:00,6/26/2015 1:00,Other,1000,1,FALSE
6/26/2015 6:00,6/26/2015 2:00,Other,1000,1,FALSE
6/26/2015 7:00,6/26/2015 3:00,Other,1000,1,FALSE
6/26/2015 8:00,6/26/2015 4:00,Other,1000,1,FALSE
6/26/2015 9:00,6/26/2015 5:00,Other,1000,1,FALSE
6/26/2015 10:00,6/26/2015 6:00,Other,1000,1,FALSE
6/26/2015 11:00,6/26/2015 7:00,Other,1000,1,FALSE
6/26/2015 12:00,6/26/2015 8:00,Other,1000,1,FALSE
6/26/2015 13:00,6/26/2015 9:00,Other,1000,1,FALSE
6/26/2015 14:00,6/26/2015 10:00,Other,1000,1,FALSE
6/26/2015 15:00,6/26/2015 11:00,Other,1000,1,FALSE
6/26/2015 16:00,6/26/2015 12:00,Other,1000,1,FALSE
6/26/2015 17:00,6/26/2015 13:00,Other,1000,1,FALSE
6/26/2015 18:00,6/26/2015 14:00,Other,1000,1,FALSE
6/26/2015 19:00,6/26/2015 15:00,Other,1000,1,FALSE
6/26/2015 20:00,6/26/2015 16:00,Other,1000,1,FALSE
6/26/2015 21:00,6/26/2015 17:00,Other,1000,1,FALSE
6/26/2015 22:00,6/26/2015 18:00,Other,1000,1,FALSE
6/26/2015 23:00,6/26/2015 19:00,Other,1000,1,FALSE
6/27/2015 0:00,6/26/2015 20:00,Other,1000,1,FALSE
6/27/2015 1:00,6/26/2015 21:00,Other,1000,1,FALSE
6/27/2015 2:00,6/26/2015 22:00,Other,1000,1,FALSE
6/27/2015 3:00,6/26/2015 23:00,Other,1000,1,FALSE
6/27/2015 4:00,6/27/2015 0:00,Other,1000,1,FALSE
6/27/2015 5:00,6/27/2015 1:00,Other,1000,1,FALSE
6/27/2015 6:00,6/27/2015 2:00,Other,1000,1,FALSE
6/27/2015 7:00,6/27/2015 3:00,Other,1000,1,FALSE
6/27/2015 8:00,6/27/2015 4:00,Other,1000,1,FALSE
6/27/2015 9:00,6/27/2015 5:00,Other,1000,1,FALSE
6/27/2015 10:00,6/27/2015 6:00,Other,1000,1,FALSE
6/27/2015 11:00,6/27/2015 7:00,Other,1000,1,FALSE
6/27/2015 12:00,6/27/2015 8:00,Other,1000,1,FALSE
6/27/2015 13:00,6/27/2015 9:00,Other,1000,1,FALSE
6/27/2015 14:00,6/27/2015 10:00,Other,1000,1,FALSE
6/27/2015 15:00,6/27/2015 11:00,Other,1000,1,FALSE
6/27/2015 16:00,6/27/2015 12:00,Other,1000,1,FALSE
6/27/2015 17:00,6/27/2015 13:00,Other,1000,1,FALSE
6/27/2015 18:00,6/27/2015 14:00,Other,1000,1,FALSE
6/27/2015 19:00,6/27/2015 15:00,Other,1000,1,FALSE
6/27/2015 20:00,6/27/2015 16:00,Other,1000,1,FALSE
6/27/2015 21:00,6/27/2015 17:00,Other,1000,1,FALSE
6/27/2015 22:00,6/27/2015 18:00,Other,1000,1,FALSE
6/27/2015 23:00,6/27/2015 19:00,Other,1000,1,FALSE
6/28/2015 0:00,6/27/2015 20:00,Other,1000,1,FALSE
6/28/2015 1:00,6/27/2015 21:00,Other,1000,1,FALSE
6/28/2015 2:00,6/27/2015 22:00,Other,1000,1,FALSE
6/28/2015 3:00,6/27/2015 23:00,Other,1000,1,FALSE
6/28/2015 4:00,6/28/2015 0:00,Other,1000,1,FALSE
6/28/2015 5:00,6/28/2015 1:00,Other,1000,1,FALSE
